timestamp_global[ms],timestampImu[ms],ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
860,800982201,0.0051923506,-0.002290743,0.0019853106,0.12592229,-9.762716,0.23778675,4.7625003,7.5375,149.55,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
870,800982211,0.0044287695,-7.6358096E-4,0.0021380268,0.124426775,-9.765707,0.24197419,4.7375,7.525,149.575,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
880,800982221,0.0042760535,-0.0013744457,7.6358096E-4,0.11455639,-9.760623,0.24197419,4.75,7.5125003,149.6125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
890,800982231,0.004581486,-0.002290743,0.0013744457,0.10827523,-9.770194,0.24436702,4.775,7.5,149.625,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
900,800982241,0.0042760535,-0.0016798781,0.0027488915,0.12143575,-9.763314,0.23539393,4.7875,7.5,149.58751,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
910,800982251,0.005497783,-0.002290743,0.0018325944,0.12562318,-9.764212,0.23539393,4.8125,7.525,149.6,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
920,800982261,0.0036651888,-0.0019853106,0.0021380268,0.11425728,-9.763314,0.23838496,4.8125,7.5375,149.6125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
930,800982271,0.0050396346,-0.0012217296,0.0018325944,0.116650105,-9.77139,0.23898315,4.8250003,7.5625,149.6375,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
940,800982281,0.004581486,-0.002290743,0.0013744457,0.118145615,-9.764811,0.23479572,4.8,7.5750003,149.65001,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
950,800982291,0.005497783,-0.0010690134,0.002290743,0.10827523,-9.760024,0.24436702,4.7875,7.6,149.625,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
960,800982301,0.0048869182,-0.0021380268,0.0021380268,0.11784652,-9.7654085,0.23599213,4.775,7.6125,149.55,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
970,800982311,0.004581486,-0.0024434591,0.0019853106,0.12981063,-9.766604,0.24526432,4.75,7.6125,149.4875,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
980,800982321,0.0048869182,-9.162972E-4,0.0021380268,0.11515459,-9.764811,0.21744776,4.75,7.625,149.52501,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
990,800982331,0.004581486,-0.0013744457,0.0013744457,0.12861422,-9.7704935,0.24197419,4.725,7.6625,149.6,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1000,800982341,0.0048869182,-0.0010690134,0.0016798781,0.12233306,-9.763016,0.23569304,4.725,7.675,149.6,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1010,800982351,0.0051923506,-0.0018325944,0.0025961753,0.119042926,-9.766006,0.25393832,4.725,7.7000003,149.6,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1020,800982361,0.0036651888,-0.0018325944,0.0016798781,0.1055833,-9.772287,0.24765715,4.7000003,7.7125,149.6,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1030,800982371,0.005345067,-0.0013744457,0.0019853106,0.12831512,-9.763614,0.24616162,4.6625,7.725,149.6375,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1040,800982381,0.004734202,-0.0016798781,0.0018325944,0.11964113,-9.767801,0.23030917,4.625,7.725,149.65001,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1050,800982391,0.0044287695,-0.0012217296,0.0018325944,0.11844472,-9.759128,0.2440679,4.5750003,7.6875,149.6375,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1060,800982401,0.0050396346,-0.0019853106,0.0013744457,0.11934203,-9.772587,0.23419751,4.55,7.6375003,149.58751,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1070,800982411,0.004734202,-0.0019853106,0.0018325944,0.11515459,-9.76152,0.22941187,4.55,7.5875,149.55,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1080,800982421,0.0048869182,-0.0013744457,0.0018325944,0.119940236,-9.760324,0.24107689,4.5625,7.5375,149.5375,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1090,800982431,0.0050396346,-0.0016798781,0.002290743,0.122931264,-9.763913,0.23599213,4.6,7.5125003,149.5125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1101,800982442,0.003970621,-0.0024434591,0.0021380268,0.11365908,-9.761819,0.23808585,4.65,7.5125003,149.5,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1111,800982452,0.0048869182,-0.0030543238,0.0019853106,0.12203395,-9.772587,0.24735804,4.7125,7.5375,149.4875,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1121,800982462,0.0050396346,-0.0018325944,0.0018325944,0.11246266,-9.769297,0.22971097,4.775,7.5625,149.475,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1131,800982472,0.0044287695,-0.0025961753,0.0013744457,0.12113664,-9.763314,0.23569304,4.8375,7.6,149.46251,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1141,800982482,0.0050396346,-0.0025961753,0.0019853106,0.12412767,-9.756734,0.2330011,4.8875003,7.6125,149.4875,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1151,800982492,0.0050396346,-0.0015271619,0.0021380268,0.11545369,-9.778569,0.22821546,4.9375,7.6375003,149.5125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1161,800982502,0.0042760535,-4.581486E-4,0.0016798781,0.116650105,-9.767502,0.24526432,4.9500003,7.625,149.6625,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1171,800982512,0.004123337,-0.0010690134,0.0021380268,0.12831512,-9.761221,0.22911277,4.9375,7.6125,149.77501,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1181,800982522,0.004734202,-0.0013744457,0.0016798781,0.10857433,-9.772587,0.23808585,4.9125,7.5875,149.875,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1191,800982532,0.004123337,-0.0010690134,0.0019853106,0.112761766,-9.766306,0.24975087,4.9,7.5750003,149.975,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1201,800982542,0.0050396346,-0.0021380268,0.0015271619,0.10887343,-9.769297,0.2416751,4.9,7.5750003,150.05,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1211,800982552,0.005345067,-0.0010690134,0.0012217296,0.11964113,-9.753145,0.23748764,4.9,7.6,150.1125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1221,800982562,0.004123337,-0.0018325944,0.0019853106,0.112761766,-9.753445,0.24137598,4.9,7.6,150.125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1231,800982572,0.004581486,-0.0010690134,0.0024434591,0.12502499,-9.757333,0.23569304,4.9125,7.625,150.075,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1241,800982582,0.0050396346,-0.0016798781,0.0016798781,0.119940236,-9.766904,0.24436702,4.9375,7.65,150.0375,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1251,800982592,0.0048869182,-0.0013744457,0.0019853106,0.11934203,-9.761819,0.22851457,4.9500003,7.65,149.9875,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1261,800982602,0.0051923506,-0.0016798781,0.002290743,0.11934203,-9.761819,0.22851457,4.9875,7.6625,149.9125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1272,800982613,0.004734202,-0.0018325944,0.0016798781,0.11934203,-9.759128,0.23898315,5.0,7.6625,149.83751,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1282,800982623,0.0044287695,-0.0016798781,0.0013744457,0.12113664,-9.754341,0.23330021,5.0,7.6625,149.8,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1292,800982633,0.0042760535,-0.0015271619,0.0018325944,0.09960124,-9.761819,0.22492532,4.9875,7.6375003,149.7375,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1302,800982643,0.0050396346,-0.0010690134,0.0029016077,0.119940236,-9.7609215,0.23330021,4.9625,7.625,149.71251,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1312,800982653,0.004123337,-0.0012217296,0.0012217296,0.12233306,-9.763314,0.23868406,4.9375,7.6125,149.7,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
1322,800982663,0.0044287695,-0.0016798781,0.0021380268,0.111864455,-9.766904,0.23718855,4.9,7.5875,149.7,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
