gravity  Non-wakeup,QTI,2025-03-06_18-37-32.144_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
800986787,3,0.12140461,-9.80343,0.22008286
800986797,3,0.121465534,-9.803426,0.22014123
800986807,3,0.12118021,-9.803433,0.21999693
800986817,3,0.12106239,-9.803437,0.21987388
800986827,3,0.12100763,-9.803436,0.21991365
800986837,3,0.12114925,-9.803434,0.22001421
800986847,3,0.120977454,-9.803436,0.21996452
800986857,3,0.12101907,-9.803435,0.22001922
800986867,3,0.12110063,-9.8034315,0.22009636
800986877,3,0.12103479,-9.803427,0.22033307
800986887,3,0.12094112,-9.803423,0.22056065
800986897,3,0.12066243,-9.803427,0.22054721
800986907,3,0.12042272,-9.803434,0.22037669
800986917,3,0.12045171,-9.803429,0.22058573
800986927,3,0.12030304,-9.803433,0.22045052
800986937,3,0.120090365,-9.803435,0.22048236
800986947,3,0.11979355,-9.80344,0.22048078
800986957,3,0.11978827,-9.803437,0.22056368
800986967,3,0.119770855,-9.803436,0.22061543
800986977,3,0.11985224,-9.803433,0.22070844
800986987,3,0.12020488,-9.803433,0.22054505
800986997,3,0.12061417,-9.8034315,0.2204255
800987007,3,0.12092318,-9.803438,0.21993282
800987017,3,0.12141926,-9.803441,0.2195643
800987027,3,0.12188635,-9.803443,0.21915798
800987037,3,0.122113906,-9.80346,0.21824737
800987047,3,0.12201705,-9.803494,0.21673775
800987057,3,0.12163575,-9.803544,0.21469826
800987067,3,0.12125511,-9.803599,0.21241742
800987077,3,0.12083354,-9.80366,0.2098222
800987087,3,0.11992689,-9.803722,0.20741715
800987096,3,0.11895905,-9.803783,0.20513457
800987106,3,0.11876901,-9.803818,0.20355356
800987116,3,0.11858061,-9.803825,0.20332417
800987126,3,0.11845543,-9.803786,0.20521614
800987136,3,0.11898721,-9.8037,0.20899293
800987146,3,0.119408704,-9.803567,0.2149851
800987156,3,0.12019648,-9.80342,0.22116257
800987166,3,0.12093528,-9.803427,0.22038275
800987176,3,0.12157662,-9.803397,0.22136915
800987186,3,0.121809594,-9.803431,0.21972817
800987196,3,0.12147283,-9.803455,0.2188477
800987207,3,0.12125007,-9.803468,0.21841143
800987217,3,0.120464586,-9.803482,0.21819007
800987227,3,0.11952437,-9.803485,0.21858907
800987237,3,0.11886394,-9.8034315,0.2213451
800987247,3,0.11845721,-9.803422,0.2219726
800987257,3,0.11788803,-9.803389,0.22376502
800987267,3,0.1181407,-9.80339,0.22358093
800987277,3,0.118983105,-9.803381,0.22351992
800987287,3,0.11963795,-9.803369,0.2236877
800987297,3,0.12013234,-9.803359,0.22381848
800987307,3,0.12052191,-9.803356,0.22373913
800987317,3,0.1201082,-9.803357,0.22394569
800987327,3,0.11998412,-9.803367,0.2235518
800987337,3,0.12002175,-9.803372,0.2232911
800987347,3,0.120218836,-9.80337,0.22331882
800987357,3,0.1202627,-9.803367,0.22344883
800987367,3,0.12005676,-9.803364,0.22364965
800987377,3,0.12066819,-9.803359,0.22360176
