Rotation Vector  Non-wakeup,QTI,2025-03-06_18-41-53.764_TGW
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
801245826,3,-0.29738444,-0.6352267,0.64226127,0.30911162,-1.0
801245836,3,-0.2973794,-0.6352371,0.6422595,0.30909875,-1.0
801245846,3,-0.2973788,-0.6352383,0.64226586,0.3090837,-1.0
801245856,3,-0.2973793,-0.6352372,0.64226854,0.3090799,-1.0
801245866,3,-0.2973776,-0.6352408,0.6422642,0.30908322,-1.0
801245876,3,-0.2973721,-0.6352521,0.6422616,0.30907044,-1.0
801245886,3,-0.29737192,-0.6352524,0.642266,0.309061,-1.0
801245896,3,-0.29736847,-0.63525957,0.64226425,0.30905324,-1.0
801245906,3,-0.29737172,-0.6352529,0.64226776,0.3090566,-1.0
801245916,3,-0.2973659,-0.6352648,0.6422678,0.30903757,-1.0
801245927,3,-0.29736626,-0.63526416,0.6422651,0.30904424,-1.0
801245937,3,-0.29737,-0.6352564,0.6422728,0.30904058,-1.0
801245947,3,-0.29737183,-0.6352526,0.64226985,0.30905268,-1.0
801245957,3,-0.29736695,-0.63526267,0.6422698,0.30903688,-1.0
801245967,3,-0.29736635,-0.63526386,0.64227027,0.309034,-1.0
801245977,3,-0.29736328,-0.63527024,0.6422657,0.30903333,-1.0
801245987,3,-0.29736274,-0.6352714,0.6422597,0.30904385,-1.0
801245997,3,-0.29736397,-0.63526887,0.6422602,0.30904686,-1.0
801246007,3,-0.29736447,-0.63526785,0.6422571,0.3090549,-1.0
801246017,3,-0.29736772,-0.6352612,0.6422575,0.3090646,-1.0
801246027,3,-0.29736423,-0.63526833,0.6422586,0.30905113,-1.0
801246037,3,-0.29736233,-0.63527226,0.6422598,0.3090423,-1.0
801246047,3,-0.29736045,-0.63527614,0.64225835,0.3090391,-1.0
801246057,3,-0.29735652,-0.63528425,0.64225906,0.30902484,-1.0
801246067,3,-0.29735094,-0.63529575,0.6422546,0.30901584,-1.0
801246077,3,-0.29734975,-0.63529825,0.64224917,0.30902305,-1.0
801246087,3,-0.29735023,-0.6352973,0.6422504,0.30902195,-1.0
801246097,3,-0.29735214,-0.6352933,0.64224905,0.30903107,-1.0
801246107,3,-0.29735214,-0.63529336,0.6422508,0.30902755,-1.0
801246117,3,-0.2973513,-0.63529503,0.64225453,0.3090171,-1.0
801246127,3,-0.29734826,-0.63530123,0.64225763,0.3090008,-1.0
801246137,3,-0.2973434,-0.6353112,0.64226377,0.30897227,-1.0
801246147,3,-0.29734167,-0.63531464,0.64226985,0.30895406,-1.0
801246156,3,-0.29734114,-0.6353157,0.6422737,0.30894437,-1.0
801246166,3,-0.29734334,-0.6353113,0.64226764,0.308964,-1.0
801246176,3,-0.29733717,-0.635324,0.642268,0.30894318,-1.0
801246186,3,-0.2973353,-0.6353278,0.64226776,0.30893755,-1.0
801246196,3,-0.29733327,-0.63533205,0.642261,0.30894482,-1.0
801246206,3,-0.29733232,-0.635334,0.64226246,0.3089387,-1.0
801246216,3,-0.29733506,-0.6353283,0.64226675,0.30893886,-1.0
801246226,3,-0.2973362,-0.63532597,0.64226854,0.30893883,-1.0
801246236,3,-0.2973376,-0.63532317,0.64226395,0.3089529,-1.0
801246246,3,-0.29733258,-0.6353335,0.642262,0.30894056,-1.0
801246256,3,-0.29732814,-0.6353426,0.64226264,0.30892465,-1.0
801246266,3,-0.2973248,-0.63534945,0.64226186,0.3089154,-1.0
801246276,3,-0.29732808,-0.6353427,0.6422697,0.30890995,-1.0
801246286,3,-0.29732153,-0.6353562,0.6422673,0.3088935,-1.0
801246296,3,-0.29731807,-0.6353632,0.64227206,0.30887234,-1.0
801246306,3,-0.29731733,-0.6353648,0.64227444,0.30886495,-1.0
801246316,3,-0.29732078,-0.6353576,0.6422764,0.30887228,-1.0
801246326,3,-0.29731742,-0.63536465,0.64227027,0.3088738,-1.0
801246336,3,-0.2973119,-0.63537604,0.6422672,0.30886197,-1.0
801246346,3,-0.2973103,-0.6353793,0.64226604,0.30885935,-1.0
801246356,3,-0.2973129,-0.635374,0.64226335,0.30887333,-1.0
801246366,3,-0.2973113,-0.6353772,0.6422668,0.30886096,-1.0
801246376,3,-0.29731038,-0.63537914,0.6422675,0.30885655,-1.0
801246386,3,-0.29730928,-0.63538134,0.6422746,0.30883825,-1.0
801246396,3,-0.29730755,-0.63538486,0.64227587,0.30883002,-1.0
801246406,3,-0.2973043,-0.63539153,0.6422795,0.30881202,-1.0
801246416,3,-0.29729718,-0.63540614,0.6422811,0.30878535,-1.0
801246426,3,-0.29729667,-0.6354072,0.64227855,0.30878893,-1.0
801246436,3,-0.2972992,-0.63540196,0.64228046,0.30879328,-1.0
801246446,3,-0.29729652,-0.63540757,0.64227545,0.30879477,-1.0
801246456,3,-0.29729697,-0.6354066,0.6422763,0.30879456,-1.0
801246466,3,-0.29729673,-0.63540715,0.64227325,0.30880004,-1.0
801246476,3,-0.29729462,-0.63541156,0.6422729,0.30879387,-1.0
801246486,3,-0.2972911,-0.6354188,0.6422743,0.3087794,-1.0
801246496,3,-0.29729077,-0.6354194,0.6422723,0.30878255,-1.0
801246506,3,-0.29728603,-0.6354292,0.64226824,0.3087753,-1.0
801246516,3,-0.29728624,-0.6354288,0.6422714,0.3087695,-1.0
801246526,3,-0.29728776,-0.6354256,0.6422729,0.30877143,-1.0
801246536,3,-0.29728585,-0.63542956,0.6422689,0.3087735,-1.0
801246546,3,-0.29728872,-0.6354237,0.64226645,0.30878773,-1.0
801246556,3,-0.29728705,-0.6354272,0.64226025,0.3087951,-1.0
801246566,3,-0.29728845,-0.6354243,0.6422644,0.3087911,-1.0
801246576,3,-0.29728267,-0.63543624,0.64226234,0.30877644,-1.0
801246586,3,-0.29728073,-0.63544023,0.64226013,0.30877465,-1.0
801246596,3,-0.2972813,-0.63543904,0.6422625,0.30877158,-1.0
801246606,3,-0.29728162,-0.6354384,0.6422645,0.30876857,-1.0
801246616,3,-0.29728252,-0.6354365,0.64226276,0.30877522,-1.0
801246626,3,-0.29728115,-0.63543934,0.6422626,0.30877104,-1.0
801246636,3,-0.29727903,-0.6354438,0.642254,0.30878174,-1.0
801246646,3,-0.29728103,-0.63543963,0.64225656,0.30878296,-1.0
801246656,3,-0.2972808,-0.6354402,0.6422537,0.30878812,-1.0
801246666,3,-0.29728276,-0.6354362,0.6422494,0.30880332,-1.0
801246676,3,-0.2972838,-0.6354341,0.64224374,0.3088184,-1.0
801246686,3,-0.29728228,-0.63543725,0.6422452,0.30881056,-1.0
801246696,3,-0.2973533,-0.63529134,0.64220744,0.3091206,-1.0
801246706,3,-0.29836136,-0.6346619,0.6417787,0.31033024,-1.0
801246716,3,-0.29964998,-0.63445157,0.64100236,0.31112224,-1.0
801246726,3,-0.3000556,-0.6356372,0.63999695,0.31038025,-1.0
801246736,3,-0.3005113,-0.6365609,0.6390753,0.30994514,-1.0
801246746,3,-0.300939,-0.63753057,0.63810915,0.30952734,-1.0
801246756,3,-0.30130145,-0.6385703,0.63715345,0.30899978,-1.0
801246766,3,-0.3017429,-0.6395045,0.63623655,0.30852592,-1.0
801246776,3,-0.30220053,-0.64040935,0.6353268,0.3080757,-1.0
801246786,3,-0.30263367,-0.6413387,0.6344003,0.30762604,-1.0
801246796,3,-0.3030756,-0.64223653,0.6334894,0.30719474,-1.0
801246806,3,-0.30353513,-0.6431509,0.6325623,0.30673808,-1.0
801246816,3,-0.3039986,-0.64406514,0.6316237,0.30629468,-1.0
801246827,3,-0.3044739,-0.64499056,0.6306664,0.30584756,-1.0
801246837,3,-0.304955,-0.64593196,0.62968475,0.30540383,-1.0
801246847,3,-0.3054552,-0.64689934,0.6286719,0.30494255,-1.0
801246857,3,-0.3059852,-0.6478953,0.6276155,0.3044726,-1.0
801246867,3,-0.30653742,-0.6489457,0.6265045,0.30396777,-1.0
801246877,3,-0.3071205,-0.65004027,0.62533003,0.3034584,-1.0
801246887,3,-0.3077427,-0.65120834,0.62407535,0.302906,-1.0
801246896,3,-0.308404,-0.65245384,0.62272906,0.3023234,-1.0
801246906,3,-0.30911988,-0.6537707,0.6212911,0.30170545,-1.0
801246916,3,-0.30988526,-0.6551956,0.61973727,0.30102423,-1.0
801246926,3,-0.31071115,-0.6567286,0.6180547,0.30029082,-1.0
801246936,3,-0.3116,-0.6583894,0.61622524,0.29949182,-1.0
801246946,3,-0.31256074,-0.6601857,0.6142408,0.29861158,-1.0
801246956,3,-0.31360158,-0.66213834,0.6120658,0.29766145,-1.0
801246966,3,-0.31471747,-0.66427124,0.6096945,0.29659617,-1.0
801246976,3,-0.31591964,-0.66660446,0.60709804,0.29540694,-1.0
801246986,3,-0.31721595,-0.66915816,0.60424006,0.2941009,-1.0
801246996,3,-0.31860337,-0.6719736,0.6010916,0.29262987,-1.0
801247006,3,-0.32010028,-0.6750635,0.5976184,0.29099366,-1.0
801247016,3,-0.32155848,-0.6787561,0.5932084,0.28981733,-1.0
801247026,3,-0.32334647,-0.68282324,0.5879353,0.2890182,-1.0
801247036,3,-0.32623193,-0.6867178,0.5823759,0.28780144,-1.0
801247046,3,-0.33003294,-0.69039845,0.5766101,0.2862673,-1.0
801247056,3,-0.3347076,-0.6937052,0.57095516,0.28417265,-1.0
801247066,3,-0.33956155,-0.69696164,0.56508,0.28218257,-1.0
801247076,3,-0.34253275,-0.70291024,0.5577767,0.27834097,-1.0
