gyro_s001_004 Gyroscope-Uncalibrated Non-wakeup,STMicro,2025-03-06_18-41-53.764_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s]
801244041,3,1741275717868836780,0.004734202,-0.0012217296,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244051,3,1741275717878821260,0.0050396346,-0.0012217296,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244061,3,1741275717888805218,0.004123337,-0.0021380268,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244071,3,1741275717898789176,0.004123337,-0.0016798781,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801244081,3,1741275717908773499,0.0048869182,-0.0016798781,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244091,3,1741275717918757978,0.004734202,-0.0013744457,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244101,3,1741275717928741937,0.005497783,-0.0013744457,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244111,3,1741275717938726260,0.0048869182,-0.0018325944,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244121,3,1741275717948710739,0.0056504994,-0.0018325944,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244131,3,1741275717958694697,0.006261364,-0.0010690134,3.054324E-4,0.0053031044,-0.0022775796,0.0014542363
801244141,3,1741275717968679020,0.0048869182,-0.0019853106,0.0025961753,0.0053031044,-0.0022775796,0.0014542363
801244151,3,1741275717978663499,0.0050396346,-0.0015271619,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244161,3,1741275717988647458,0.005345067,-0.0018325944,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244171,3,1741275717998631416,0.004734202,-0.0021380268,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244181,3,1741275718008615739,0.0051923506,-0.0015271619,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244191,3,1741275718018600218,0.0051923506,-0.0018325944,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801244201,3,1741275718028584176,0.0051923506,-0.0018325944,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244211,3,1741275718038568499,0.0056504994,-0.0019853106,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244221,3,1741275718048552978,0.0056504994,-0.002290743,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801244231,3,1741275718058536937,0.0044287695,-0.0019853106,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801244241,3,1741275718068521260,0.005497783,-0.0025961753,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801244251,3,1741275718078505739,0.0050396346,-0.0015271619,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244261,3,1741275718088489697,0.005497783,-0.0012217296,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244271,3,1741275718098473655,0.005345067,-0.0025961753,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801244281,3,1741275718108457978,0.004734202,-0.0016798781,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801244291,3,1741275718118442458,0.0056504994,-0.0016798781,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244301,3,1741275718128426416,0.005497783,-0.0021380268,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801244311,3,1741275718138410739,0.005497783,-0.0019853106,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244321,3,1741275718148395218,0.004581486,-0.0013744457,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244331,3,1741275718158379176,0.0042760535,-0.0010690134,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244341,3,1741275718168363499,0.0051923506,-0.002290743,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801244351,3,1741275718178347978,0.0050396346,-0.0012217296,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801244361,3,1741275718188331937,0.0051923506,-0.0021380268,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244370,3,1741275718198316260,0.004734202,-0.0024434591,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244380,3,1741275718208300739,0.0050396346,-7.6358096E-4,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801244390,3,1741275718218284333,0.0042760535,-0.0021380268,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801244400,3,1741275718228268343,0.005497783,-0.0018325944,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244410,3,1741275718238253343,0.0050396346,-0.0019853106,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244420,3,1741275718248237301,0.0044287695,-0.0018325944,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801244430,3,1741275718258221260,0.0048869182,-0.0013744457,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244440,3,1741275718268205583,0.0056504994,-0.0018325944,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244450,3,1741275718278190062,0.005497783,-7.6358096E-4,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244460,3,1741275718288174020,0.0050396346,-0.0012217296,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244470,3,1741275718298158343,0.0051923506,-0.0016798781,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244480,3,1741275718308142822,0.0050396346,-0.0010690134,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244490,3,1741275718318126780,0.004581486,-0.002290743,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801244500,3,1741275718328111103,0.0051923506,-0.0015271619,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244510,3,1741275718338095583,0.0051923506,-0.0024434591,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244520,3,1741275718348079541,0.004581486,-0.0015271619,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244530,3,1741275718358063864,0.0048869182,-0.0013744457,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244540,3,1741275718368048343,0.0036651888,-0.0018325944,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801244550,3,1741275718378032301,0.0058032153,-0.0019853106,0.0024434591,0.0053031044,-0.0022775796,0.0014542363
801244560,3,1741275718388016260,0.005345067,-0.0013744457,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244570,3,1741275718398000583,0.0044287695,-0.0018325944,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244580,3,1741275718407985062,0.0048869182,-0.002290743,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244590,3,1741275718417969020,0.005497783,-0.0013744457,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801244600,3,1741275718427953343,0.0051923506,-0.0024434591,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244610,3,1741275718437937822,0.005497783,-0.0016798781,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244620,3,1741275718447921780,0.0048869182,-0.0019853106,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801244630,3,1741275718457906103,0.0048869182,-0.0021380268,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801244640,3,1741275718467890583,0.005497783,-0.002290743,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244650,3,1741275718477874541,0.004581486,-0.0019853106,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801244660,3,1741275718487858499,0.005345067,-0.0025961753,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801244670,3,1741275718497842822,0.004734202,-0.0015271619,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801244680,3,1741275718507827301,0.0048869182,-0.0016798781,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801244690,3,1741275718517810895,0.0058032153,-0.002290743,6.108648E-4,0.0053031044,-0.0022775796,0.0014542363
801244700,3,1741275718527794749,0.0042760535,-0.0010690134,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244710,3,1741275718537779749,0.0051923506,-0.0015271619,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801244720,3,1741275718547764072,0.0058032153,-0.0021380268,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244730,3,1741275718557748551,0.0050396346,-0.0024434591,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801244740,3,1741275718567732510,0.0061086477,-0.0019853106,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244750,3,1741275718577716833,0.005345067,-0.0021380268,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801244760,3,1741275718587701312,0.0042760535,-0.0021380268,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801244770,3,1741275718597685270,0.0048869182,-0.0019853106,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801244780,3,1741275718607669228,0.0058032153,-0.0015271619,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244790,3,1741275718617653551,0.0056504994,-0.0015271619,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244800,3,1741275718627638030,0.0051923506,-0.0012217296,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244810,3,1741275718637621989,0.0048869182,-0.0019853106,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244820,3,1741275718647606312,0.005497783,-0.0015271619,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244830,3,1741275718657590791,0.004734202,-0.0016798781,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244840,3,1741275718667574749,0.005345067,-0.0016798781,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801244850,3,1741275718677559072,0.004734202,-7.6358096E-4,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801244860,3,1741275718687543551,0.005497783,-0.0013744457,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244870,3,1741275718697527510,0.0042760535,-0.0025961753,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244880,3,1741275718707511833,0.005345067,-0.0016798781,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244890,3,1741275718717496312,0.005497783,-0.0027488915,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244900,3,1741275718727480270,0.0051923506,-0.0013744457,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244910,3,1741275718737464228,0.005345067,-0.0016798781,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244920,3,1741275718747448551,0.005497783,-0.0029016077,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244930,3,1741275718757433030,0.0048869182,-0.0018325944,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801244940,3,1741275718767416989,0.0051923506,-0.0016798781,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244950,3,1741275718777401312,0.005345067,-0.0019853106,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801244960,3,1741275718787385791,0.0048869182,-0.0015271619,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801244970,3,1741275718797369749,0.0051923506,-0.0018325944,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244980,3,1741275718807354072,0.005345067,-0.0018325944,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244990,3,1741275718817338187,0.005345067,-0.0021380268,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244999,3,1741275718827321885,0.0056504994,-0.0021380268,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801245009,3,1741275718837306885,0.003970621,-7.6358096E-4,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801245019,3,1741275718847290843,0.004734202,-0.0025961753,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801245029,3,1741275718857275166,0.0048869182,-0.0025961753,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801245039,3,1741275718867259645,0.0051923506,-9.162972E-4,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801245049,3,1741275718877243239,0.0051923506,-0.0024434591,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801245059,3,1741275718887227249,0.0050396346,-0.0013744457,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801245069,3,1741275718897212249,0.0051923506,-0.0018325944,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801245079,3,1741275718907196208,0.004581486,-0.0018325944,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801245089,3,1741275718917179801,0.0050396346,-0.0024434591,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801245099,3,1741275718927163916,0.0051923506,-0.0025961753,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801245109,3,1741275718937149437,0.005345067,-0.0018325944,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801245119,3,1741275718947133395,0.004734202,-0.002290743,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801245129,3,1741275718957117353,0.004734202,-0.0015271619,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801245139,3,1741275718967101676,0.0061086477,-0.0024434591,7.6358096E-4,0.0053031044,-0.0022775796,0.0014542363
801245149,3,1741275718977086155,0.0056504994,-0.0024434591,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801245159,3,1741275718987070114,0.0048869182,-0.0013744457,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801245169,3,1741275718997054437,0.005497783,-0.0021380268,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801245179,3,1741275719007038916,0.005497783,-0.0021380268,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801245189,3,1741275719017022510,0.0059559317,-0.0027488915,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801245199,3,1741275719027006520,0.0051923506,-0.0021380268,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801245209,3,1741275719036991520,0.0050396346,-0.002290743,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801245219,3,1741275719046975478,0.0048869182,-0.0019853106,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801245229,3,1741275719056959801,0.005497783,-0.0019853106,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801245239,3,1741275719066944280,0.004581486,-0.0024434591,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801245249,3,1741275719076927874,0.004734202,-0.0013744457,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801245259,3,1741275719086911885,0.0048869182,-0.0016798781,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801245269,3,1741275719096896885,0.0050396346,-0.0024434591,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801245279,3,1741275719106880843,0.005345067,-0.0019853106,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801245289,3,1741275719116864437,0.0051923506,-0.0018325944,0.0025961753,0.0053031044,-0.0022775796,0.0014542363
801245299,3,1741275719126848343,0.0048869182,-0.0016798781,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801245309,3,1741275719136833864,0.0051923506,-0.0019853106,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801245319,3,1741275719146817822,0.004581486,-0.0019853106,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801245329,3,1741275719156802145,0.0048869182,-0.0019853106,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801245339,3,1741275719166786624,0.003970621,-0.0019853106,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801245349,3,1741275719176770583,0.004581486,-0.0018325944,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801245359,3,1741275719186754905,0.0056504994,-0.0024434591,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801245369,3,1741275719196739385,0.0050396346,-0.0013744457,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801245379,3,1741275719206723343,0.005497783,-7.6358096E-4,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801245389,3,1741275719216706937,0.005497783,-0.0018325944,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801245399,3,1741275719226690947,0.004581486,-0.0015271619,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801245409,3,1741275719236675947,0.0050396346,-0.0024434591,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801245419,3,1741275719246660270,0.005497783,-0.0021380268,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801245429,3,1741275719256644749,0.0056504994,-0.0016798781,0.0013744457,0.0053031044,-0.0022775796,0.0014542363
801245439,3,1741275719266628708,0.0044287695,-0.0016798781,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
801245449,3,1741275719276613030,0.0048869182,-0.0021380268,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801245459,3,1741275719286597510,0.0048869182,-0.0016798781,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801245469,3,1741275719296581468,0.0042760535,-0.0016798781,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801245479,3,1741275719306565791,0.0048869182,-0.0018325944,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801245489,3,1741275719316550270,0.0048869182,-0.0015271619,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801245499,3,1741275719326534228,0.0042760535,-0.002290743,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801245509,3,1741275719336518551,0.0048869182,-0.0024434591,0.0021380268,0.0053031044,-0.0022775796,0.0014542363
801245519,3,1741275719346503030,0.0050396346,-0.002290743,6.108648E-4,0.0053031044,-0.0022775796,0.0014542363
801245529,3,1741275719356486989,0.004734202,-0.0021380268,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801245539,3,1741275719366471312,0.0056504994,-0.0030543238,0.0024434591,0.0053031044,-0.0022775796,0.0014542363
801245549,3,1741275719376455791,0.004581486,-0.0019853106,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801245559,3,1741275719386439749,0.0056504994,-0.0019853106,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801245569,3,1741275719396424072,0.0051923506,-0.0018325944,0.0010690134,0.0053031044,-0.0022775796,0.0014542363
801245579,3,1741275719406408551,0.0050396346,-0.0016798781,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801245589,3,1741275719416392145,0.004581486,-0.0018325944,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
