mag_s004_001 Magnetometer-Uncalibrated Non-wakeup,QST,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
801752057,3,2.825,9.225,152.1,-27.0,-69.0,177.0
801752067,3,2.8625,9.2,152.1,-27.0,-69.0,177.0
801752076,3,2.9,9.175,152.0625,-27.0,-69.0,177.0
801752086,3,2.9375,9.125,152.075,-27.0,-69.0,177.0
801752095,3,2.9875,9.075,152.05,-27.0,-69.0,177.0
801752105,3,3.025,9.05,152.0375,-27.0,-69.0,177.0
801752114,3,3.05,9.0,152.02501,-27.0,-69.0,177.0
801752124,3,3.05,8.962501,152.0,-27.0,-69.0,177.0
801752133,3,3.0375001,8.900001,151.975,-27.0,-69.0,177.0
801752143,3,3.0,8.900001,151.96251,-27.0,-69.0,177.0
801752152,3,2.9750001,8.9125,151.9875,-27.0,-69.0,177.0
801752162,3,2.95,8.962501,151.96251,-27.0,-69.0,177.0
801752171,3,2.9125001,8.9875,151.9375,-27.0,-69.0,177.0
801752181,3,2.8875,9.0,151.8875,-27.0,-69.0,177.0
801752190,3,2.875,9.0375,151.8125,-27.0,-69.0,177.0
801752200,3,2.875,9.075,151.7625,-27.0,-69.0,177.0
801752209,3,2.8875,9.125,151.725,-27.0,-69.0,177.0
801752219,3,2.925,9.150001,151.7,-27.0,-69.0,177.0
801752228,3,2.925,9.175,151.6875,-27.0,-69.0,177.0
801752238,3,2.925,9.1875,151.71251,-27.0,-69.0,177.0
801752247,3,2.9125001,9.1875,151.75,-27.0,-69.0,177.0
801752257,3,2.9125001,9.212501,151.85,-27.0,-69.0,177.0
801752266,3,2.9125001,9.225,151.95,-27.0,-69.0,177.0
801752276,3,2.9125001,9.225,152.0125,-27.0,-69.0,177.0
801752285,3,2.9,9.225,152.1,-27.0,-69.0,177.0
801752295,3,2.8875,9.212501,152.1375,-27.0,-69.0,177.0
801752304,3,2.9125001,9.2,152.1625,-27.0,-69.0,177.0
801752314,3,2.925,9.175,152.1375,-27.0,-69.0,177.0
801752323,3,2.9625,9.1875,152.1125,-27.0,-69.0,177.0
801752333,3,2.9875,9.1625,152.05,-27.0,-69.0,177.0
801752342,3,2.9875,9.1375,152.0125,-27.0,-69.0,177.0
801752352,3,3.0,9.125,152.0125,-27.0,-69.0,177.0
801752361,3,3.0125,9.1125,151.9875,-27.0,-69.0,177.0
801752371,3,3.0125,9.1125,152.0,-27.0,-69.0,177.0
801752380,3,3.0125,9.1,152.0,-27.0,-69.0,177.0
801752390,3,3.0,9.1,151.9875,-27.0,-69.0,177.0
801752399,3,2.9625,9.075,151.9875,-27.0,-69.0,177.0
801752409,3,2.925,9.087501,151.96251,-27.0,-69.0,177.0
801752418,3,2.9,9.087501,151.9375,-27.0,-69.0,177.0
801752428,3,2.8625,9.1,151.9125,-27.0,-69.0,177.0
801752437,3,2.8375,9.1,151.90001,-27.0,-69.0,177.0
801752447,3,2.825,9.1125,151.85,-27.0,-69.0,177.0
801752456,3,2.825,9.1125,151.83751,-27.0,-69.0,177.0
801752466,3,2.8375,9.1125,151.825,-27.0,-69.0,177.0
801752475,3,2.875,9.1375,151.8125,-27.0,-69.0,177.0
801752485,3,2.925,9.150001,151.83751,-27.0,-69.0,177.0
801752494,3,2.95,9.1625,151.85,-27.0,-69.0,177.0
801752504,3,2.9750001,9.175,151.85,-27.0,-69.0,177.0
801752513,3,2.9750001,9.175,151.83751,-27.0,-69.0,177.0
801752523,3,2.9750001,9.1625,151.85,-27.0,-69.0,177.0
801752532,3,2.9375,9.1375,151.85,-27.0,-69.0,177.0
801752542,3,2.9375,9.1375,151.8875,-27.0,-69.0,177.0
801752551,3,2.925,9.1125,151.925,-27.0,-69.0,177.0
801752561,3,2.9,9.087501,151.9375,-27.0,-69.0,177.0
801752570,3,2.925,9.087501,151.96251,-27.0,-69.0,177.0
