gravity  Non-wakeup,QTI,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
801752547,3,0.1082743,-9.804081,0.19656594
801752557,3,0.10837863,-9.804079,0.19664119
801752567,3,0.108280875,-9.804078,0.19671583
801752577,3,0.10809701,-9.804083,0.19665305
801752587,3,0.108251914,-9.804076,0.19687031
801752597,3,0.10823267,-9.804074,0.19692054
801752607,3,0.10818899,-9.804076,0.19688848
801752617,3,0.10829673,-9.804072,0.197077
801752627,3,0.10825647,-9.804072,0.19705866
801752637,3,0.108308405,-9.804073,0.19699182
801752647,3,0.10831331,-9.804072,0.19698378
801752657,3,0.10836736,-9.804075,0.19686967
801752667,3,0.108301975,-9.804075,0.19690935
801752677,3,0.10849664,-9.804071,0.19699536
801752687,3,0.10832149,-9.804075,0.19689862
801752697,3,0.10841676,-9.804071,0.19698232
801752707,3,0.10821178,-9.804078,0.19682778
801752717,3,0.108041205,-9.804079,0.19685985
801752727,3,0.10825816,-9.80408,0.19671197
801752737,3,0.108425766,-9.804071,0.19696371
801752747,3,0.10848304,-9.804073,0.19684008
801752757,3,0.10826403,-9.804074,0.196953
801752767,3,0.10834793,-9.804072,0.19703811
801752777,3,0.108573966,-9.804073,0.19687033
801752787,3,0.108424634,-9.804074,0.19687608
801752797,3,0.10846401,-9.804073,0.19688486
801752807,3,0.10833069,-9.804078,0.19675623
801752817,3,0.10809303,-9.80408,0.19676341
801752827,3,0.10799911,-9.804082,0.19673057
801752837,3,0.108064026,-9.80408,0.19681272
801752847,3,0.10803746,-9.804077,0.1969294
801752857,3,0.10789879,-9.804078,0.19696753
801752867,3,0.10794118,-9.804077,0.19700527
801752877,3,0.10801846,-9.804079,0.19686727
801752887,3,0.108101256,-9.804078,0.1968834
801752897,3,0.107961476,-9.804079,0.1968747
801752907,3,0.107900076,-9.80408,0.19688988
801752917,3,0.10796646,-9.804075,0.19705698
801752927,3,0.107888356,-9.804073,0.1972294
801752937,3,0.10786932,-9.804071,0.19733657
801752947,3,0.10783565,-9.80407,0.19737613
801752957,3,0.10786844,-9.80407,0.19738166
801752967,3,0.10792986,-9.80407,0.19733946
801752977,3,0.10794201,-9.80407,0.19731678
801752987,3,0.107679494,-9.804072,0.19737758
801752997,3,0.107469514,-9.804073,0.19744839
801753007,3,0.10739176,-9.804073,0.1974954
801753017,3,0.10746123,-9.804071,0.19754806
801753027,3,0.10760379,-9.804069,0.19756207
801753038,3,0.10771622,-9.804071,0.19743755
801753048,3,0.107633255,-9.804073,0.19737375
801753058,3,0.1077596,-9.804072,0.19735608
801753068,3,0.107953146,-9.804069,0.1973966
801753078,3,0.10789158,-9.804069,0.1974099
801753088,3,0.10788815,-9.804072,0.19727719
801753098,3,0.107764535,-9.804072,0.1973466
801753108,3,0.1078699,-9.8040695,0.19740614
801753118,3,0.10791145,-9.8040695,0.19737063
801753128,3,0.108108506,-9.804068,0.19738016
801753138,3,0.10807625,-9.804067,0.19745922
801753148,3,0.10816635,-9.804067,0.19742273
801753158,3,0.10805513,-9.804065,0.19752921
801753168,3,0.107932486,-9.804065,0.19761366
801753178,3,0.10814822,-9.804066,0.1974527
801753188,3,0.10814139,-9.804063,0.19758818
801753198,3,0.10830552,-9.804064,0.197445
