gravity  Non-wakeup,QTI,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
801443937,3,0.10609412,-9.804798,0.15831098
801443947,3,0.10609403,-9.804799,0.15826452
801443957,3,0.105932534,-9.804798,0.15839551
801443967,3,0.10596833,-9.804799,0.1583635
801443977,3,0.10606966,-9.804793,0.15863368
801443987,3,0.10592755,-9.804795,0.1586087
801443997,3,0.105864115,-9.804794,0.15867491
801444006,3,0.1059693,-9.804791,0.1587883
801444016,3,0.10598182,-9.804792,0.15877745
801444026,3,0.10600616,-9.804792,0.15873718
801444037,3,0.106044434,-9.8047905,0.1588064
801444047,3,0.10609486,-9.804789,0.15887891
801444057,3,0.10602163,-9.804791,0.15877992
801444067,3,0.10575854,-9.804797,0.1585853
801444077,3,0.10579677,-9.804797,0.15858674
801444087,3,0.10597409,-9.804796,0.15850165
801444097,3,0.10594061,-9.804795,0.15860333
801444107,3,0.1059102,-9.804794,0.15866476
801444117,3,0.10603045,-9.804793,0.158647
801444127,3,0.10608181,-9.80479,0.15884595
801444137,3,0.10616879,-9.804789,0.15888616
801444147,3,0.10616985,-9.804787,0.15898071
801444157,3,0.10625079,-9.804785,0.15904681
801444167,3,0.10620977,-9.804785,0.15909627
801444177,3,0.106320165,-9.804783,0.1591528
801444187,3,0.10621682,-9.80478,0.15932019
801444197,3,0.10629693,-9.804778,0.15939453
801444207,3,0.1063823,-9.804773,0.1596352
801444217,3,0.10658064,-9.8047695,0.1597639
801444227,3,0.10666699,-9.804772,0.1595476
801444237,3,0.10665922,-9.8047695,0.1597193
801444247,3,0.106549166,-9.8047695,0.15978715
801444258,3,0.106394775,-9.8047695,0.15986577
801444268,3,0.106497385,-9.804769,0.15990971
801444278,3,0.1066869,-9.804765,0.16000761
801444288,3,0.10663186,-9.804764,0.16009592
801444298,3,0.10677465,-9.804762,0.16009058
801444308,3,0.10674364,-9.804764,0.16000935
801444318,3,0.10668496,-9.804765,0.15998082
801444328,3,0.10682047,-9.804759,0.16019687
801444338,3,0.106723145,-9.804758,0.16040091
801444348,3,0.106810585,-9.804755,0.160483
801444358,3,0.106931254,-9.804756,0.16033356
801444368,3,0.106951855,-9.804755,0.16039196
801444378,3,0.10692873,-9.804754,0.16049099
801444388,3,0.106876336,-9.804753,0.16053823
801444398,3,0.10684953,-9.804747,0.16099693
801444408,3,0.10674274,-9.804749,0.16097918
801444418,3,0.106659934,-9.804749,0.16102882
801444429,3,0.106541775,-9.80475,0.16098419
801444439,3,0.10669717,-9.804745,0.1611321
801444449,3,0.106862485,-9.804744,0.16117312
801444459,3,0.10679383,-9.804743,0.1612021
801444469,3,0.106595784,-9.804742,0.16143489
801444479,3,0.10667673,-9.80474,0.16153288
801444489,3,0.10668833,-9.804741,0.16143899
801444500,3,0.10666193,-9.80474,0.1615129
801444510,3,0.10645441,-9.80474,0.1616666
801444520,3,0.106425926,-9.804736,0.16194037
801444530,3,0.1064434,-9.804738,0.16174598
801444540,3,0.106432505,-9.804738,0.16179132
801444550,3,0.10643812,-9.804736,0.16187061
801444560,3,0.10655024,-9.80473,0.16210812
801444570,3,0.106528096,-9.804732,0.16203983
801444580,3,0.10658029,-9.804732,0.16205692
801444590,3,0.10651227,-9.804731,0.1621125
801444600,3,0.10670562,-9.804728,0.16218792
801444611,3,0.106965475,-9.804726,0.16221322
801444621,3,0.10689562,-9.804725,0.16233623
801444631,3,0.10700675,-9.804722,0.16236083
801444641,3,0.10703492,-9.804723,0.16233554
801444651,3,0.10695437,-9.804723,0.1623066
801444661,3,0.10701487,-9.804723,0.1623443
801444671,3,0.10715399,-9.804719,0.1624663
801444681,3,0.107098855,-9.804718,0.16256815
801444691,3,0.107078455,-9.804716,0.16271451
801444701,3,0.10710326,-9.804715,0.16278148
801444711,3,0.10718165,-9.804711,0.16294429
801444721,3,0.107268825,-9.804712,0.16274844
801444731,3,0.1074313,-9.804708,0.1629542
801444741,3,0.10750802,-9.804708,0.16286258
801444751,3,0.10757675,-9.804706,0.16301389
801444761,3,0.10754433,-9.804704,0.16307914
801444771,3,0.10751079,-9.804702,0.16321842
801444781,3,0.107572794,-9.804701,0.16331172
801444791,3,0.1075309,-9.804701,0.16333559
801444801,3,0.107525036,-9.804701,0.16335629
801444811,3,0.10741199,-9.804698,0.16356725
801444821,3,0.107486226,-9.804699,0.16341461
801444831,3,0.10752991,-9.8047,0.163303
801444841,3,0.107784204,-9.804696,0.1633756
801444852,3,0.10758886,-9.804698,0.16340367
801444862,3,0.10768916,-9.804696,0.16344649
801444872,3,0.107532,-9.804699,0.16336665
801444882,3,0.107611716,-9.804696,0.1635166
801444892,3,0.10755365,-9.804695,0.16362827
801444902,3,0.10758503,-9.804692,0.16375907
801444912,3,0.1075648,-9.804692,0.1638306
801444922,3,0.1076221,-9.80469,0.163864
801444932,3,0.10759918,-9.8046875,0.16398852
801444942,3,0.10745771,-9.804687,0.16418317
801444952,3,0.10754185,-9.804682,0.16446698
801444962,3,0.10759584,-9.80468,0.16448331
801444972,3,0.10767185,-9.804679,0.16450012
801444982,3,0.10765461,-9.804679,0.16458623
801444992,3,0.10784001,-9.804677,0.16454606
801445002,3,0.10789536,-9.804677,0.16449216
801445012,3,0.10803333,-9.804674,0.16462031
801445023,3,0.10795996,-9.804675,0.16457473
801445033,3,0.108186305,-9.804672,0.16456622
801445043,3,0.108087786,-9.804673,0.16465484
801445053,3,0.10798233,-9.804673,0.16470759
801445063,3,0.10802965,-9.80467,0.16483946
801445073,3,0.107878044,-9.804666,0.16512538
801445083,3,0.107826136,-9.804662,0.16540766
801445093,3,0.107879035,-9.804663,0.16536611
801445103,3,0.10804034,-9.804658,0.16551408
801445113,3,0.10801394,-9.804658,0.1656048
