Rotation Vector  Non-wakeup,QTI,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
801442546,3,-0.30868647,-0.6297215,0.63662046,0.3207458,-1.0
801442556,3,-0.30869097,-0.6297151,0.6366149,0.32076514,-1.0
801442566,3,-0.30868936,-0.6297177,0.6366154,0.32076064,-1.0
801442576,3,-0.30868855,-0.62971896,0.6366155,0.32075864,-1.0
801442586,3,-0.30869013,-0.6297162,0.63661605,0.3207614,-1.0
801442596,3,-0.30868676,-0.6297223,0.63661337,0.32075807,-1.0
801442606,3,-0.3086917,-0.6297144,0.6366117,0.32077208,-1.0
801442616,3,-0.30868056,-0.62973315,0.6366095,0.3207504,-1.0
801442626,3,-0.30867776,-0.6297377,0.63661003,0.32074323,-1.0
801442636,3,-0.30867124,-0.6297486,0.636609,0.32072997,-1.0
801442646,3,-0.30866596,-0.6297557,0.63661855,0.32070225,-1.0
801442656,3,-0.30866113,-0.62976325,0.63662064,0.32068786,-1.0
801442666,3,-0.30866042,-0.629764,0.636623,0.32068232,-1.0
801442676,3,-0.3086561,-0.6297723,0.6366161,0.32068393,-1.0
801442686,3,-0.30865315,-0.629777,0.6366168,0.32067606,-1.0
801442696,3,-0.30865055,-0.6297814,0.6366162,0.32067123,-1.0
801442706,3,-0.30865186,-0.6297797,0.63661355,0.3206786,-1.0
801442716,3,-0.30864078,-0.6297979,0.63661426,0.3206522,-1.0
801442726,3,-0.3086395,-0.6297995,0.63661706,0.32064468,-1.0
801442736,3,-0.30863246,-0.62981033,0.63662136,0.32062158,-1.0
801442746,3,-0.30863297,-0.6298094,0.63662195,0.32062173,-1.0
801442756,3,-0.30862847,-0.6298164,0.63662404,0.32060808,-1.0
801442766,3,-0.30863193,-0.6298097,0.6366301,0.32060593,-1.0
801442776,3,-0.30862933,-0.62981516,0.6366232,0.32061145,-1.0
801442786,3,-0.30861798,-0.62983507,0.6366163,0.32059702,-1.0
801442796,3,-0.3086228,-0.62982637,0.6366205,0.32060102,-1.0
801442806,3,-0.30861324,-0.629842,0.6366213,0.32057804,-1.0
801442816,3,-0.3086103,-0.6298473,0.6366186,0.3205757,-1.0
801442826,3,-0.30861244,-0.62984353,0.6366202,0.32057795,-1.0
801442836,3,-0.3086094,-0.6298479,0.6366239,0.32056496,-1.0
801442846,3,-0.30860895,-0.62984836,0.63662523,0.3205617,-1.0
801442856,3,-0.3086002,-0.62986225,0.6366282,0.320537,-1.0
801442866,3,-0.3086006,-0.62986135,0.6366296,0.3205356,-1.0
801442876,3,-0.3085977,-0.6298665,0.6366276,0.3205323,-1.0
801442886,3,-0.30859682,-0.62986773,0.63662875,0.32052842,-1.0
801442896,3,-0.30859435,-0.6298726,0.63662404,0.3205306,-1.0
801442906,3,-0.30859798,-0.62986654,0.6366245,0.32053804,-1.0
801442916,3,-0.30859616,-0.6298684,0.63663125,0.3205228,-1.0
801442926,3,-0.30859393,-0.6298723,0.6366299,0.32051998,-1.0
801442936,3,-0.30858895,-0.6298817,0.6366229,0.3205201,-1.0
801442946,3,-0.30859175,-0.62987757,0.6366201,0.3205312,-1.0
801442956,3,-0.30859023,-0.6298801,0.6366202,0.32052746,-1.0
801442966,3,-0.30858868,-0.62988406,0.6366116,0.32053816,-1.0
801442976,3,-0.30859494,-0.6298741,0.63660985,0.3205553,-1.0
801442986,3,-0.30860046,-0.629865,0.63660985,0.32056782,-1.0
801442996,3,-0.30858964,-0.6298828,0.63661,0.32054305,-1.0
801443006,3,-0.30858874,-0.6298844,0.6366094,0.3205419,-1.0
801443016,3,-0.30858597,-0.62988913,0.63660824,0.3205376,-1.0
801443026,3,-0.3085861,-0.629889,0.63660777,0.3205386,-1.0
801443036,3,-0.30857867,-0.6299011,0.6366086,0.3205204,-1.0
801443046,3,-0.30857646,-0.6299047,0.6366088,0.3205151,-1.0
801443056,3,-0.30856958,-0.6299151,0.63661414,0.32049057,-1.0
801443066,3,-0.30857176,-0.62991107,0.63661677,0.32049116,-1.0
801443076,3,-0.30858016,-0.6298976,0.636615,0.3205132,-1.0
801443086,3,-0.30858216,-0.62989473,0.6366122,0.32052234,-1.0
801443096,3,-0.30857748,-0.62990206,0.63661426,0.32050836,-1.0
801443106,3,-0.30856878,-0.6299164,0.6366141,0.32048878,-1.0
801443115,3,-0.30857047,-0.6299143,0.6366102,0.32049906,-1.0
801443125,3,-0.3085757,-0.6299057,0.6366107,0.32051012,-1.0
801443135,3,-0.30857906,-0.62989944,0.6366148,0.32051095,-1.0
801443145,3,-0.30858272,-0.62989354,0.63661397,0.32052067,-1.0
801443155,3,-0.30857494,-0.62990624,0.6366144,0.32050237,-1.0
801443165,3,-0.3085773,-0.6299021,0.6366157,0.32050553,-1.0
